f1,precision,recall,accuracy,label_col,text_col,experiment,date
0.7121212121212122,0.6811594202898551,0.746031746031746,0.8240740740740741,label_original,description_title_cats_compact,icl_icl_mipro,01_28_07_2025
0.6923076923076923,0.8780487804878049,0.5714285714285714,0.8518518518518519,label_original,description_title_cats_compact,icl_icl_mipro,01_28_07_2025
0.6666666666666666,0.8,0.5714285714285714,0.8333333333333334,label_original,description_title_cats_compact,icl_icl_mipro,01_28_07_2025
0.6260869565217392,0.6923076923076923,0.5714285714285714,0.8009259259259259,label_original,description_title_cats_compact,icl_icl_mipro,01_28_07_2025
0.6666666666666666,0.5379310344827586,0.8764044943820225,0.7475728155339806,label_original,description_text_only,rule_based,01_28_07_2025
0.6482213438735178,0.5,0.9213483146067416,0.7119741100323624,label_original,description_title_cats_compact,rule_based,01_28_07_2025
0.6482213438735178,0.5,0.9213483146067416,0.7119741100323624,label_original,description_title_cats_compact_wo_section_stopwords,rule_based,01_28_07_2025
0.7786212511110036,0.7887564847219595,0.7740740740740741,0.8731182795698924,label_original,description_title_cats_compact,tfidf_mlp_optuna,01_28_07_2025
0.7741260893071962,0.7903153576123543,0.762962962962963,0.8720430107526882,label_original,description_title_cats_compact_wo_section_stopwords,tfidf_mlp_optuna,01_28_07_2025
0.7629575605872363,0.7191501833702598,0.8222222222222222,0.8516129032258064,label_original,description_text_only,tfidf_mlp_optuna,01_28_07_2025
0.6792452830188679,0.8372093023255814,0.5714285714285714,0.8425925925925926,label_original,description_title_cats_compact,icl_zero_shot,02_28_07_2025
0.6274509803921569,0.8205128205128205,0.5079365079365079,0.8240740740740741,label_original,description_md,icl_zero_shot,02_28_07_2025
0.6,0.8108108108108109,0.47619047619047616,0.8148148148148148,label_original,description_cats_md,icl_zero_shot,02_28_07_2025
0.71875,0.7076923076923077,0.7301587301587301,0.8333333333333334,label_original,description_title_cats_compact,icl_icl_mipro,02_28_07_2025
0.6666666666666666,0.625,0.7142857142857143,0.7916666666666666,label_original,description_cats_md,icl_icl_mipro,02_28_07_2025
0.6274509803921569,0.8205128205128205,0.5079365079365079,0.8240740740740741,label_original,description_md,icl_icl_mipro,02_28_07_2025
0.0,0.669501446049187,0.8592592592592592,0.829032258064516,label_original,description_text_only,tfidf_mlp_optuna,14_30_07_2025
0.0,0.7720977289133211,0.725925925925926,0.8569892473118278,label_original,description_title_cats_compact,tfidf_mlp_optuna,14_30_07_2025
0.0,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.0,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.0,0.0,0.0,0.0,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.0,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.0,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7395071805749871,0.7793547164374226,0.7111111111111111,0.856989247311828,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7369215051529842,0.6494992678787892,0.8629629629629629,0.8193548387096774,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.0,0.0,0.0,0.0,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7419228417470927,0.8112037569413731,0.6962962962962964,0.8634408602150538,label_original,description_title_cats_compact,tfidf_mlp_optuna,23_31_07_2025
0.7698914823477421,0.8259404630457261,0.7259259259259259,0.875268817204301,label_original,description_title_cats_compact,tfidf_mlp_optuna,00_01_08_2025
