Rater,Object,Score
1,001ab09dfcb54b458310375016434ac8,0
1,00932dac8e75dd59b10b5c36f57214b5,0
1,01410fe5dcf236c399f2edfe1adf1321,0
1,0214e71a72af911acf25cb70f28d1626,0
1,028e0d18f452f4f04927324faafd8ecf,0
1,03a93d428f452b76e9ef5304b6239e52,0
1,04550932ef84451c18103d95bbb7f8a4,1
1,04b439184b696b6061db6eceb19e02a5,0
1,055eacaab5719f6d48367cc400ded6de,0
1,078d8196b3548ac4a27bb0ace020fb8e,0
1,0847d1f66bf87ddb6d80ec8b14a945eb,1
1,08aaf1b5392742541c4a1abd92839779,1
1,08b1e816fb8c30d7bb0096fd528d5687,0
1,093b5b89736534b8c47f45f2852f3f48,0
1,0970b95ee1f18039d0f40873374224e5,1
1,0992ea0dfec647def98a425fcfcf02dd,0
1,0bf1f83b36d05938b80f2d0bafe69524,0
1,0c23644ee359cc6582ccf4b3ef05c50d,1
1,0eea91dc1676fdd5e1cfc4850218ac86,0
1,0efed9139528af73331e6cfae7ef6a54,0
1,0f801d7236104dd866f0263c127a2717,0
1,10878b585bc0128d93f081ce277c0575,0
1,115bcd898d194055cccdbfd7a3224285,0
1,11c34b7784c218991919768f28586337,0
1,122a5f6220d57c8614c593ea50188d31,0
1,125d557ca5a08958d02325be258a10f4,0
1,130981a6cfced7dc3b020b15df0b64cb,0
1,131c3cbbf09fdc8515fa6bb3f524e01c,0
1,142a57177efca34e2216e6bf8ff8623a,1
1,14a73916afd03a5885faa0b78655e12d,0
1,1591656d044aea30052078d9b3ef04e5,0
1,17e5adee12176e2f18a9580ae1a3f9b1,1
1,18fbf09d6765a600db059dd6310e9b45,0
1,1a21f6e2461aca4600b867769498c376,0
1,1a8e984bedaeed4cc0578986a3823ad5,0
1,1aab86381896d3ff07907ca499df17e9,0
1,1ab2b4f4cdad2e27eb3f0d0aa8f7f5da,0
1,1ba8eccd1545de994bd224ad26d4999b,0
1,1bda316da79dfe5b77d2d15e8ce16d4c,0
1,1cb2322fb17a8af2099a91ed73075f9d,1
1,1dcb85882697790942fd2a4a284827f6,0
1,20a3fa6e67d7af0fa49442bf44817b72,0
1,2268f6e158cb8946694cb589447f843a,0
1,22a46e912da3def2ef010eed334b5782,0
1,2327c16703eaca90e74bea1ac9297b60,0
1,2391e8bf8aded8dd5f5bfe4be3c8c87a,0
1,244300bdf0b7a940919bd2c13ec09de4,0
1,247cf71bb7baf05d273e264b5f2465e2,1
1,2564874e19b1189052e2a2bfae943feb,0
1,26236880b1e9d1da4e49cdc40bf0d354,0
1,289378a42bfa3f2b6bb13a4a6d581d36,0
1,28a53558ea20009065cb15e30a75156c,1
1,28ffb3e394ccd2fe5c3939572709bf89,0
1,2a413da12ec387d3e01facdd191ff7b5,0
1,2c5b619ef1650a6ea9aad0eac2668752,0
1,2c60962a8095ca250fa9a13ccabaf9fd,0
1,2d07ff74648b5ce76ed0d0c9024f7fad,0
1,2d365f3de3e7fd8d936d10069d24413c,1
1,2d69c568a85787ad7705bebe145c8fc6,0
1,2d7e17bbcf92da41aca6832305773163,0
1,2e15d1e2932d50ceaa6a1515ac7c2a76,1
1,2e9c664847c7be79bdd14975da44163e,1
1,2ffc9529c7dcafe3be5abc278edb2183,0
1,304c3dc378431c8b22da658765aa7451,1
1,3095d0347c87d33aeb2b584ae8a19765,0
1,3306f94988dcd9b1f20b5e4357c6ecb5,0
1,33f6f75ebc6c0aa8736456dafc925ecf,1
1,35b03ef7103e3352fc7aba50e0770c41,0
1,367aa96cf1c78c8decf306c03f2f0ba1,0
1,36e133cd7fb13a473caa9fff9de2299d,1
1,36f9a0bb927962bd1a61d5b380590133,0
1,3703c6ad522d1452cdee93be7436b6d3,0
1,374d0281a0cc5aebe187395754246ab8,0
1,383def14fdc610a2493745f34c6cfd44,0
1,39757038afa0443fb0934e810edc27b3,0
1,3978f0fe7aa32db351d2bcc14c930ae0,0
1,39d5e444ec6161041c90e2f716ba205f,0
1,3a6baf77302afe68e792011ba52c5e11,1
1,3a7f269737a8d3e5c8c3db5f70efe861,1
1,3b9f448574ad3ff5eaf158291bfa7935,0
1,3ce85354846378baa23c936fe2396bf8,0
1,3d64e2f54333defaf156d8ac69067794,0
1,3e69b7407932c3f1c90717966861bd37,0
1,3e7725fce22c1bd90372cabebe6b4788,0
1,3f159402e276c9eb73810eb042b42437,0
1,3f450d11bb44802cef12718c9df39624,0
1,401215cb84c33a1847179a2756c3262e,0
1,422d356954b90f0fb2024ad62d1cad3e,0
1,42dfa69bae2cc52fe11679eb4eca9095,0
1,445474b8f513ff87bb9e0eae21e43b5c,0
1,4474fded77fd2f9fc11b9a27d38e7abd,0
1,468c16e23de167c7e5b7d848c63efa50,0
1,469138f63daba772b0acbcc15e53a9d3,0
1,471a6d08b9b5e47b3b50d641ff7b5251,0
1,471cd36765383356da05879167214173,0
1,47495ea4f245d4945bc76afdec9a4f76,1
1,4797dd852e56b79d81e114843f996867,0
1,4c27618cf15cae7682e398b7c75221b3,0
1,4d0a168b65949e2e704fc0ab402af64b,1
1,4e7d0aefdca95cf1b077a117eec42499,0
1,515b36d33c37e14b354fdad46f140263,1
1,51c27b508ac9d09a48eb58c9a467ba0e,0
1,53a6bd840311e88674c6306a670ab953,0
1,552a0ea7a1bb4c8c25f0962cfdf4b30c,0
1,55e976834b4394fc9b373a1c63182d29,1
1,563c5610f6ba79358333827681b0dd40,0
1,567bc695c6dc1c12a9fdff787e0261cd,0
1,56b261d7504c2127adf6248ae34d99d8,0
1,57308419b971f2f2cb4eb2e564c2b6ae,0
1,57c994b622fef81ba56614f00ad9ab80,1
1,5830976086758372819cb43dced17979,0
1,5a75c4caadbdc46aad29dd19b0c751cc,0
1,5ab15d7ca8770f2d215bd6e1c34d4366,0
1,5b62183ad0701d452ed26fb0a334653a,0
1,5c755b4c74043e9aed0844079524f3dc,0
1,5c7bbb6b6b8b554da2214c936958fe52,0
1,5c8434515e1f4f925e3efd813ac4fccd,0
1,5fe4c555af5d326fd7df9cb80a4ee13a,0
1,60398c59d0418fa3efdf78f5b3cbf27d,0
1,6142babd5b96793de41bf22d19440f06,0
1,63b1c0344f484a719d7162780108435f,0
1,63cdde16fa65ac56413f1fce46e3a9f2,0
1,646924f35605a7f7c5f00f6bc187af87,0
1,647d2cf5d72311148f0f0cbd51a1e24d,1
1,64acf273a701ea5b4818ee1cc5ff7315,0
1,6545227c07c2d2c28d8648687feec708,0
1,65d63eab4afff43d885c7aab31bfd092,0
1,66c2df8e8e15fb672a85de8aea669567,1
1,67e0acac0b9837a91570ea83ea5b06c3,1
1,684fbbeb0b085485af355ba21e4c30c4,0
1,68be93cdebdc86fcd5012f0a48cfbae1,0
1,6b10f6ca929ec7cfedf3955f231bf11d,0
1,6b4d125864be5f08e7819b80af8b5029,1
1,6c674fc5b6b491b9c15c19436dfb4e56,1
1,6cfdbc6419d22ea941f5b3b0b830c2c5,0
1,6d3b485cf75f7d02448f3d9976f9ba91,0
1,6ea0f2a00839a843b3a8acca602b64b7,1
1,6eced3de8cf5d66a58c17cb7bb50d28c,0
1,6f2de71064b91448620b4125ee112198,0
1,6f591d0a0cdb3ad8427f9d6461450b51,0
1,6fa86043e9813e1651b4ef500c80a6c4,0
1,6ffabc0b58132026bac43c0c2a98c7c1,1
1,71cba4499f82ba14d851976a63702939,0
1,73ac2b6906d2587a1c5cafe5a1feea75,1
1,74f5793f9927f31b8f2df830ed19b896,0
1,76eb37cb53e5efc8f01ffe7b1129e432,0
1,783a58696569204d12a471b014c68099,0
1,786d5e753556ba3d2252706e7584a00a,0
1,787895b92b2a20631d7053bb2aa7e2c4,0
1,796a13657bc091186a3e7d03a952be80,0
1,7981982f47da4df0b4f87346cd175e12,0
1,79a42b168c02f068cebf76ce60c16c6c,0
1,7a5c5749f92e025b1ed5c01309b2db96,0
1,7a6a2981414270e7a6ac20aad3e0e2b3,0
1,7aa44b78e3249e3ff127f8eb91c437e1,0
1,7b014ae60663ba60f60a8be180e001b0,0
1,7b228e2288ba3580d0aaac6df450b7f2,1
1,7be181348d37d36f9178b42f8c80674e,1
1,7c6945a6ad13bab32155f20ba7e1d64b,1
1,7c8f48d1057922942222d6fe9088a26b,1
1,7e777fb2985ba72d06c8a60c8c510611,0
1,7efedc1e4d6d0780866880681903e26b,0
1,8027802ea560042a472216746449fbe2,0
1,80466ba8308f5e3aaa7f720433c71434,1
1,814a681c0d6605cfc406ac457e2bebdb,0
1,81d22c2a512dbc9faebbca7ee6d6eb4a,0
1,82180fac4ddff71ac741229b20dfa8e9,0
1,831ae390df07a22bf6cabc55b56af722,0
1,8397dd50e04b0bdd455f53efe942ee9c,0
1,83d023d6f250ed596d6dbc0aa3ce7ec7,0
1,84218e15aeb6b58e9039e0fd4fb24692,0
1,8439f993ec179202fe06ded545f8e2fc,0
1,84e7ce0ecb90241945f1cc335a255023,0
1,8684bd3e75a341ef104c2040db6a3646,0
1,86d63cd63ca12e0ffd602839880e0f1d,1
1,86f4e7da2aeeaa5cae0e01dddf7392e5,0
1,87074b488a5ae7adec2374630ffac757,1
1,884aabb5911382c6857fe56275a3fa04,0
1,88c1b4d24aaa7e1ba08c7f22be8f4984,0
1,88dfc59ef9341c89deca5e463af26efa,0
1,892750f7bab363532b99225c7886cd11,1
1,8a32b7be336ee364c756f7e9fc9f0fd9,0
1,8ba39aaa772efa063eec81020fa56877,0
1,8bf5af9b0c612c576355ca792899b2dc,0
1,8c585224acbf4478e98d2f8a5f8fab2c,0
1,8d46c6e800afcb2826b4bf452518dc52,0
1,8d66b5f2c171384d9a1f9028b2d69095,1
1,9004f112d3f865010a2fa6ae3d8ac69d,1
1,900696df372f6e9544c4763f56805d3e,0
1,9026997e55571d6b7501caf0a70f0d95,0
1,90b8c83dea493c4b60366d898d231366,1
1,92d1c2bf06d73b4761558cce44c04b42,0
1,936f59ebec6c40c0db004c06af691cd1,0
1,93e1e84d39bfba91bde6a66c15af210b,0
1,94c9ca4bbdcfb607618ddd64d80078c7,1
1,96c82e1262f5d1bdad6cf457130f9382,0
1,96cba46705aef585e875684a4e7954a4,0
1,977e06d07074d61f892107592c378944,0
1,97e2790d9c275918f284603457173867,0
1,993e67f56492c590b5077baef33681a7,0
1,99af9a99705d62df5054ba43ffa408a5,0
1,9b04e83c4c63d52490c5aa571546c4dd,0
1,9bada4c164feacec03b88af087891ac8,1
1,9c4c08c842c43d97a0d651ddf9d4fbf6,0
1,9d544610176b285a52d26eb15de1d4bc,0
1,9ee45fc0247f47364782f66e48d4c85f,0
1,9ff13d9db086e310c164b7e80eb63b23,0
1,a2b96dd937a205ce04cc2edf1f17bdba,0
1,a2e43b78f39bd894e22c12049685c8b5,0
1,a332da515d1864f59f4ddc92ce29a62f,0
1,a429c83ca5a9e1776f0760251ac0619f,1
1,a48d9328cd20117c0cc239360bc10ff1,0
1,a496cb83e7f0e9a59c32e432542136aa,0
1,a4c4557eddcf7703ecd4d3c31211596b,0
1,a5e1210752552571e17ac1eaffe2313d,0
1,a5e834cdf2cf026b275e694ba012414b,0
1,a77e7ecc61fd2d4daf953431dfc7a801,0
1,a8552e18b9855aff3019c25cdfaf625d,0
1,aa444a59982cf2cc16902b09c40252be,0
1,aafb27a7cee2d09ae3c50ccca0f7e272,0
1,ac3aa7ac4386deb223dbceea0b177170,0
1,acfef080d9acfba39c65cb0a9ee556b4,0
1,adab6e5da215bbc1c4f7f3341790b8b3,0
1,af0437e0fd7ff0aab15db8c0ded28101,0
1,af42e34ae4211195535a8f450c34a36c,0
1,afaca5d7b89703df5d5ab58fd051107b,0
1,b2ac8af5f0dd09021ab837d3f9abd7d1,0
1,b38220ae03fa954994755fb7cd6ae9ba,0
1,b4df9f718a4427dfbfaea7324827c3a9,0
1,b6bdc1d125cd8036be2f4bfe275af46d,0
1,b7d3f54fa062b097695f55e765da0784,0
1,b936bb5f4c68d37bda6048334c0f6ec3,0
1,bb76cac37f27ea6f24ddd8dc4860d35c,0
1,bccd95a77125f464b619c0cc145de01a,0
1,bd07ff29e41ade5cfd3b329acbb7f041,0
1,bd77157440792a1b0d9b77aca94e6ccb,0
1,bdfe0039959a33de59cd66174f9b7081,1
1,bea2d3735daa6af0835aea0f5b4267fd,0
1,bf0025210f1f892263c288493836e814,0
1,c0aecab4b234088912ca7c796e382c2c,0
1,c2432c5d4eccae878377624dd35cd3be,0
1,c570815f902fb03a9fae5553ab51ba36,0
1,c5993888b2609649e7d564305a5bdaad,0
1,c5cb7c3d55cf3eb20d1ce2622691f2e0,0
1,c5ea083993acd736750b22d8ad3f77b4,0
1,c68d301382919ce3eb2a75b48df6c8f9,0
1,c98955fb7dfa0dd6323e6c8b6799b10e,0
1,c9e2b96ded4b5dc9d454cbc7f4d95c7b,0
1,ca13f002ef263d5e9285ee262a38e7e6,0
1,ca50e8a28ccc756338953008c796fe78,0
1,cae392de584ebe4032ee87423b47bec8,1
1,cbfa77275f1daa504252dfa363c2e4eb,1
1,cc2798558d37190cc526ec3c6d92b8be,0
1,cc526df882ef165081d95468e1c5d894,0
1,cc9e836db3d8fdf73f69bec0197fd717,0
1,ce5d2e4908b5f80fe0fe6a4512cde30d,1
1,ce5fec13514752c0fa2666b786f65614,0
1,ceae6a46eede80beab5ac992b79e61e3,0
1,ced0cfedc0528077d9dbd34d7b54b8bf,0
1,cf0977d6f26f94db220e54baffb6152f,0
1,cf2407a1148161c531eacfe223e076d5,1
1,cf670e966fadaa070fe854a2109263a1,0
1,cf81c39e17768d921ae9ec475407aaf4,1
1,d41d8cd98f00b204e9800998ecf8427e,0
1,d455c8242d63b1e50fb7d2469e671391,1
1,d72dc9bfe82d80f2fcb13cd6eafc39bc,1
1,d8814d63ca77871ef2510dcaa019dd85,0
1,d92de77fb4e774a009e9d741930f919d,0
1,d945d3ebb248a6844f582bcd29f09e33,0
1,da2609cc3c4798e6f6c7ff824d78b141,0
1,db0fd58d0b2b4c99020b5d78ec254ede,0
1,db594b3a8e7189bcc04160b8a6b5321f,1
1,dbe42eeb6d3ea7a6cdcc0042fbd702ce,1
